#BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Publication Source,Organism ID Interactor A,Organism ID Interactor B,Throughput,Score,Modification,Qualifications,Tags,Source Database,SWISS-PROT Accessions Interactor A,TREMBL Accessions Interactor A,REFSEQ Accessions Interactor A,SWISS-PROT Accessions Interactor B,TREMBL Accessions Interactor B,REFSEQ Accessions Interactor B,Ontology Term IDs,Ontology Term Names,Ontology Term Categories,Ontology Term Qualifier IDs,Ontology Term Qualifier Names,Ontology Term Types,Organism Name Interactor A,Organism Name Interactor B
29286,26251,3745,117638,109947,-,-,KCNG2,KCNB1,KCNF2|KV6.2,DRK1|EIEE26|KV2.1|h-DRK1,Two-hybrid,physical,Zhu XR (1999),PUBMED:10551266,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UJ96,-,NP_036415,Q14721,-,NP_004966,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29331,1734,23032,108078,116671,-,-,DIO2,USP33,5DII|D2|DIOII|SelY|TXDI2,VDU1,Two-hybrid,physical,Curcio-Morelli C (2003),PUBMED:12865408,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92813,A8K845|Q9HCP7,NP_001007024|NP_000784|NP_001311391|NP_001229431|NP_001229432|NP_054644,Q8TEY7,-,NP_001364360|NP_001364361|NP_001364362|NP_001364363|NP_001364364|NP_001364365|NP_001364366|NP_001364367|NP_001364368|NP_001364359|NP_963920|NP_963918|NP_055832,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29401,7329,1107,113177,107532,LA16c-358B7.1,-,UBE2I,CHD3,C358B7.1|P18|UBC9,Mi-2a|Mi2-ALPHA|ZFH,Two-hybrid,physical,Lee BH (2003),PUBMED:14609633,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P63279,B0QYN7|A8K503,NP_003336|NP_919236|NP_919237|NP_919235,Q12873,B3KWV4|Q2TAZ1,NP_005843|NP_001005273|NP_001005271,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29410,10210,7329,115505,113177,RP11-205M20.5,LA16c-358B7.1,TOPORS,UBE2I,LUN|P53BP3|RP31|TP53BPL,C358B7.1|P18|UBC9,Two-hybrid,physical,Weger S (2003),PUBMED:14516784,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9NS56,-,NP_005793|NP_001182551,P63279,B0QYN7|A8K503,NP_003336|NP_919236|NP_919237|NP_919235,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29443,5187,1407,111210,107797,-,-,PER1,CRY1,PER|RIGUI|hPER,PHLL1,Two-hybrid,physical,Griffin EA (1999),PUBMED:10531061,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15534,-,NP_002607,Q16526,A2I2P0,NP_004066,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29447,8864,1407,114387,107797,-,-,PER2,CRY1,FASPS|FASPS1,PHLL1,Two-hybrid,physical,Griffin EA (1999),PUBMED:10531061,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15055,-,NP_073728,Q16526,A2I2P0,NP_004066,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29451,406,1407,106899,107797,-,-,ARNTL,CRY1,BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5,PHLL1,Two-hybrid,physical,Griffin EA (1999),PUBMED:10531061,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00327,B2RCL8,NP_001284648|NP_001284651|NP_001284653|NP_001169|NP_001025443|NP_001025444,Q16526,A2I2P0,NP_004066,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29454,55145,5074,120448,111108,-,-,THAP1,PAWR,DYT6,PAR4|Par-4,Two-hybrid,physical,Roussigne M (2003),PUBMED:12717420,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9NVV9,-,NP_945354|NP_060575,Q96IZ0,-,NP_001341661|NP_002574,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29509,26135,1107,117571,107532,CGI-55,-,SERBP1,CHD3,CHD3IP|HABP4L|PAI-RBP1|PAIRBP1,Mi-2a|Mi2-ALPHA|ZFH,Two-hybrid,physical,Lemos TA (2003),PUBMED:12505151,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8NC51,Q5VU21|Q63HR1,NP_001018077|NP_056455|NP_001018078|NP_001018079,Q12873,B3KWV4|Q2TAZ1,NP_005843|NP_001005273|NP_001005271,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29582,3297,8189,109530,113833,-,hCG_20812,HSF1,SYMPK,HSTF1,SPK|SYM,Two-hybrid,physical,Xing H (2004),PUBMED:14707147,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q00613,-,NP_005517,Q92797,A0A024R0R6,NP_004810,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29586,1838,3798,108171,109999,-,-,DTNB,KIF5A,-,D12S1889|MY050|NKHC|SPG10,Two-hybrid,physical,Macioce P (2003),PUBMED:14600269,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O60941,B7Z6A9|E7EVB6|E9PEY4|Q1I0L3,NP_001338324|NP_001338323|NP_899204|NP_899205|NP_001243232|NP_001243233|NP_001338313|NP_001243237|NP_001338317|NP_149159|NP_068707|NP_001307861|NP_001307864|NP_001307865|NP_149160,Q12840,-,NP_001341634|NP_004975,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29587,4173,8317,110341,113914,-,-,MCM4,CDC7,CDC21|CDC54|NKCD|NKGCD|P1-CDC21|hCdc21,CDC7L1|HsCDC7|Hsk1|huCDC7,Two-hybrid,physical,Kneissl M (2003),PUBMED:12614612,9606,9606,High Throughput,-,-,-,-,BIOGRID,P33991,B4DLA6|B3KMX0,NP_877423|NP_005905,O00311,B2R6V2,NP_003494|NP_001127891|NP_001127892,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29623,10399,8439,115671,114019,HLC7,-,GNB2L1,NSMAF,Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1,FAN,Two-hybrid,physical,Tcherkasowa AE (2002),PUBMED:12391233,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P63244,E9KL35,NP_006089,Q92636,-,NP_003571|NP_001138244,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29634,5932,8543,111867,114113,-,-,RBBP8,LMO4,COM1|CTIP|JWDS|RIM|SAE2|SCKL2,-,Two-hybrid,physical,Sum EY (2002),PUBMED:11751867,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99708,A0A024RC34,NP_976037|NP_976036|NP_002885,P61968,-,NP_006760,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29641,898,8452,107338,114030,-,-,CCNE1,CUL3,CCNE,CUL-3|PHA2E,Two-hybrid,physical,Singer JD (1999),PUBMED:10500095,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P24864,-,NP_001229,Q13618,B7Z600|A0A024R475,NP_001244127|NP_001244126|NP_003581,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29662,2286,2037,108576,108351,-,RP3-324N14.1,FKBP2,EPB41L2,FKBP-13|PPIase,4.1-G|4.1G,Two-hybrid,physical,Walensky LD (1998),PUBMED:9531554,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P26885,Q53XJ5,NP_004461|NP_001128680|NP_476433,O43491,B4DJ76|Q59FD8|I6L9B1|E9PII3|E9PHY5,NP_001186317|NP_001337232|NP_001337233|NP_001337230|NP_001337231|NP_001337236|NP_001337237|NP_001337234|NP_001337235|NP_001337238|NP_001337239|NP_001422|NP_001239589|NP_001129026|NP_001129027|NP_001337249|NP_001337228|NP_001337243|NP_001337242|NP_001337241|NP_001337240|NP_001337244,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29665,2890,2037,109147,108351,-,RP3-324N14.1,GRIA1,EPB41L2,GLUH1|GLUR1|GLURA|GluA1|HBGR1,4.1-G|4.1G,Two-hybrid,physical,Shen L (2000),PUBMED:11050113,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P42261,Q59GL5,NP_001244949|NP_001244948|NP_001107655|NP_000818|NP_001244952|NP_001244950|NP_001244951,O43491,B4DJ76|Q59FD8|I6L9B1|E9PII3|E9PHY5,NP_001186317|NP_001337232|NP_001337233|NP_001337230|NP_001337231|NP_001337236|NP_001337237|NP_001337234|NP_001337235|NP_001337238|NP_001337239|NP_001422|NP_001239589|NP_001129026|NP_001129027|NP_001337249|NP_001337228|NP_001337243|NP_001337242|NP_001337241|NP_001337240|NP_001337244,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29714,23037,1501,116676,107882,-,-,PDZD2,CTNND2,AIPC|PAPIN|PDZK3|PIN1,GT24|NPRAP,Two-hybrid,physical,Deguchi M (2000),PUBMED:10896674,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15018,A0A024RE15,NP_835260,Q9UQB3,E7EPC8|B4DRK2|B4DJU1,NP_001351057|NP_001275646|NP_001323|NP_001275644|NP_001275645,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29720,2787,10681,109049,115920,-,-,GNG5,GNB5,-,GB5,Two-hybrid,physical,Yan K (1996),PUBMED:8636150,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P63218,-,NP_005265,O14775,A0A024R5V3|A0A024R5R9,NP_006569|NP_057278|NP_001366272,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29722,2786,10681,109048,115920,-,-,GNG4,GNB5,-,GB5,Two-hybrid,physical,Yan K (1996),PUBMED:8636150,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P50150,B1APZ0,NP_004476|NP_001092192|NP_001092191,O14775,A0A024R5V3|A0A024R5R9,NP_006569|NP_057278|NP_001366272,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29723,2785,10681,109047,115920,-,-,GNG3,GNB5,-,GB5,Two-hybrid,physical,Yan K (1996),PUBMED:8636150,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P63215,-,NP_036334,O14775,A0A024R5V3|A0A024R5R9,NP_006569|NP_057278|NP_001366272,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29726,10681,2788,115920,109050,-,-,GNB5,GNG7,GB5,-,Two-hybrid,physical,Yan K (1996),PUBMED:8636150,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O14775,A0A024R5V3|A0A024R5R9,NP_006569|NP_057278|NP_001366272,O60262,-,NP_443079,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29786,84100,10550,123889,115801,-,HSPC127,ARL6,ARL6IP5,BBS3|RP55,DERP11|GTRAP3-18|JWA|PRAF3|addicsin|hp22|jmx,Two-hybrid,physical,Ingley E (1999),PUBMED:10508919,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9H0F7,-,NP_115522|NP_816931|NP_001265222,O75915,A0A024R371,NP_006398,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29814,200576,10244,128336,115538,-,RP11-65N13.1,PIKFYVE,RABEPK,CFD|FAB1|HEL37|PIP5K|PIP5K3|ZFYVE29,RAB9P40|bA65N13.1|p40,Two-hybrid,physical,Ikonomov OC (2003),PUBMED:14530284,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9Y2I7,-,NP_055855|NP_689884|NP_001171471,Q7Z6M1,A0A024R8A0,NP_005824|NP_001167624|NP_001167623,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29817,377,23062,106872,116697,-,-,ARF3,GGA2,-,VEAR,Two-hybrid,physical,Boman AL (2000),PUBMED:10749927,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P61204,A0A024R0Y6,NP_001650,Q9UJY4,-,NP_055859,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29820,6272,23062,112180,116697,-,-,SORT1,GGA2,Gp95|LDLCQ6|NT3,VEAR,Two-hybrid,physical,Nielsen MS (2001),PUBMED:11331584,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99523,-,NP_002950|NP_001192157,Q9UJY4,-,NP_055859,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29834,118460,11340,125608,116468,-,RP11-421P11.3,EXOSC6,EXOSC8,EAP4|MTR3|Mtr3p|hMtr3p|p11,CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9,Two-hybrid,physical,Raijmakers R (2002),PUBMED:12419256,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q5RKV6,-,NP_478126,Q96B26,-,NP_852480,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29865,118460,23016,125608,116658,-,-,EXOSC6,EXOSC7,EAP4|MTR3|Mtr3p|hMtr3p|p11,EAP1|RRP42|Rrp42p|hRrp42p|p8,Two-hybrid,physical,Raijmakers R (2002),PUBMED:12419256,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q5RKV6,-,NP_478126,Q15024,A0A024R2P7|B2RDZ9,NP_055819,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29893,84838,64324,124291,122135,-,-,ZNF496,NSD1,NIZP1|ZFP496|ZKSCAN17|ZSCAN49,ARA267|KMT3B|SOTOS|SOTOS1|STO,Two-hybrid,physical,Nielsen AL (2004),PUBMED:15169884,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q96IT1,A0A024R5Q5,NP_116141|NP_001316662,Q96L73,Q96MN8,NP_071900|NP_758859|NP_001352613,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29901,51678,93663,119675,125050,-,-,MPP6,ARHGAP18,PALS2|VAM-1|VAM1|p55T,MacGAP|SENEX|bA307O14.2,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,Q8N392,-,NP_277050,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29902,51678,90417,119675,124714,-,HSD11,MPP6,KNSTRN,PALS2|VAM-1|VAM1|p55T,C15orf23|SKAP|TRAF4AF1,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,Q9Y448,-,NP_001136234|NP_001136233|NP_150628,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29903,51678,5394,119675,111403,-,-,MPP6,EXOSC10,PALS2|VAM-1|VAM1|p55T,PM-Scl|PM/Scl-100|PMSCL|PMSCL2|RRP6|Rrp6p|p2|p3|p4,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,Q01780,Q96G78,NP_001001998|NP_002676,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29904,51678,51429,119675,119535,-,RP11-266C7.10-001,MPP6,SNX9,PALS2|VAM-1|VAM1|p55T,SDP1|SH3PX1|SH3PXD3A|WISP,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,Q9Y5X1,-,NP_057308,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29905,51678,23517,119675,117064,-,-,MPP6,SKIV2L2,PALS2|VAM-1|VAM1|p55T,Dob1|KIAA0052|Mtr4|fSAP118,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,P42285,Q3MHC9,NP_056175,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29906,51678,26574,119675,117743,-,HSPC277,MPP6,AATF,PALS2|VAM-1|VAM1|p55T,BFR2|CHE-1|CHE1|DED,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,Q9NY61,-,NP_036270,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29911,23369,23369,116949,116949,-,-,PUM2,PUM2,PUMH2|PUML2,PUMH2|PUML2,Two-hybrid,physical,Jaruzelska J (2003),PUBMED:12690449,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8TB72,B7ZL34,NP_001339846|NP_001339855|NP_001339849|NP_001339854|NP_001339847|NP_001269719|NP_001339858|NP_001339859|NP_001269681|NP_001339848|NP_001269720|NP_056132|NP_001339856|NP_001339857|NP_001339852,Q8TB72,B7ZL34,NP_001339846|NP_001339855|NP_001339849|NP_001339854|NP_001339847|NP_001269719|NP_001339858|NP_001339859|NP_001269681|NP_001339848|NP_001269720|NP_056132|NP_001339856|NP_001339857|NP_001339852,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29916,23369,340719,116949,131092,-,RP11-498J9.3,PUM2,NANOS1,PUMH2|PUML2,NOS1|SPGF12,Two-hybrid,physical,Jaruzelska J (2003),PUBMED:12690449,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8TB72,B7ZL34,NP_001339846|NP_001339855|NP_001339849|NP_001339854|NP_001339847|NP_001269719|NP_001339858|NP_001339859|NP_001269681|NP_001339848|NP_001269720|NP_056132|NP_001339856|NP_001339857|NP_001339852,Q8WY41,-,NP_955631,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29951,84100,51329,123889,119477,-,-,ARL6,ARL6IP4,BBS3|RP55,SFRS20|SR-25|SRp25|SRrp37,Two-hybrid,physical,Ingley E (1999),PUBMED:10508919,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9H0F7,-,NP_115522|NP_816931|NP_001265222,Q66PJ3,-,NP_057722|NP_061164|NP_001265307|NP_001002251|NP_001002252|NP_001265308|NP_001265309,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29952,84100,23204,123889,116812,-,-,ARL6,ARL6IP1,BBS3|RP55,AIP1|ARL6IP|ARMER|SPG61,Two-hybrid,physical,Ingley E (1999),PUBMED:10508919,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9H0F7,-,NP_115522|NP_816931|NP_001265222,Q15041,A0A024QYV7,NP_001300787|NP_055976,-,-,-,-,-,-,Homo sapiens,Homo sapiens
29958,9533,51082,114909,119272,RP3-337H4.4,-,POLR1C,POLR1D,RPA39|RPA40|RPA5|RPAC1|TCS3,AC19|POLR1C|RPA16|RPA9|RPAC2|RPC16|RPO1-3|TCS2,Two-hybrid,physical,Yao Y (1996),PUBMED:8955128,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15160,-,NP_001305805|NP_976035,Q9Y2S0,A0A087WTY1,NP_689918|NP_057056|NP_001361336|NP_001193488,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30051,9093,80196,114547,123169,-,-,DNAJA3,RNF34,HCA57|TID1|hTID-1,CARP-1|CARP1|RFI|RIF|RIFF|hRFI,Two-hybrid,physical,Sasaki S (2002),PUBMED:12118383,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q96EY1,B3KM81|Q53G26|Q59E88,NP_005138|NP_001128582|NP_001273445,Q969K3,A0A087WTM5,NP_919247|NP_001243787|NP_079402,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30053,23345,23345,116928,116928,RP1-130E4.2,RP1-130E4.2,SYNE1,SYNE1,8B|ARCA1|C6orf98|CPG2|EDMD4|MYNE1|Nesp1|SCAR8|dJ45H2.2,8B|ARCA1|C6orf98|CPG2|EDMD4|MYNE1|Nesp1|SCAR8|dJ45H2.2,Two-hybrid,physical,Mislow JM (2002),PUBMED:12163176,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8NF91,-,NP_149062|NP_892006|NP_001334631|NP_001334630,Q8NF91,-,NP_149062|NP_892006|NP_001334631|NP_001334630,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30069,51147,5970,119331,111902,My036,-,ING4,RELA,p29ING4,NFKB3|p65,Two-hybrid,physical,Garkavtsev I (2004),PUBMED:15029197,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UNL4,-,NP_001121057|NP_057246|NP_001121056|NP_001121055|NP_001121054|NP_001121058,Q04206,A0A087X0W8,NP_001230914|NP_068810|NP_001230913|NP_001138610,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30116,22820,22818,116496,116495,-,CGI-120,COPG1,COPZ1,COPG,COPZ|HSPC181|zeta-COP|zeta1-COP,Two-hybrid,physical,Futatsumori M (2000),PUBMED:11056392,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9Y678,-,NP_057212,P61923,A0A024RB72,NP_001258665|NP_001258664|NP_057141|NP_001258663,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30119,22820,51226,116496,119390,-,-,COPG1,COPZ2,COPG,zeta2-COP,Two-hybrid,physical,Futatsumori M (2000),PUBMED:11056392,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9Y678,-,NP_057212,Q9P299,-,NP_057513,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30140,57554,22866,121610,116534,-,RP11-450P7.2,LRRC7,CNKSR2,DENSIN,CNK2|KSR2|MAGUIN,Two-hybrid,physical,Ohtakara K (2002),PUBMED:12390249,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q96NW7,-,NP_065845|NP_001353766|NP_001337145|NP_001353770|NP_001353771|NP_001317564|NP_001353767|NP_001353765|NP_001357714|NP_001353768|NP_001353769,Q8WXI2,B3KPN2,NP_001162120|NP_055742|NP_001162119|NP_001162118|NP_001317699|NP_001317700|NP_001317701|NP_001317702,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30146,149371,55770,127206,120887,-,RP11-164H16.2,EXOC8,EXOC2,EXO84|Exo84p|SEC84,SEC5|SEC5L1|Sec5p,Two-hybrid,physical,Moskalenko S (2003),PUBMED:14525976,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8IYI6,-,NP_787072,Q96KP1,A0A024QZT2,NP_060773,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30164,9311,64130,114723,122079,-,UNQ3116/PRO10200,ASIC3,LIN7B,ACCN3|DRASIC|SLNAC1|TNaC1,LIN-7B|MALS-2|MALS2|VELI2,Two-hybrid,physical,Hruska-Hageman AM (2004),PUBMED:15317815,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UHC3,-,NP_064717|NP_064718|NP_004760,Q9HAP6,-,NP_071448,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30184,140290,10608,126602,115854,PRED77,RP11-478C1.1,TCP10L,MXD4,C21orf77|TCP10A-2,MAD4|MST149|MSTP149|bHLHc12,Two-hybrid,physical,Jiang DJ (2004),PUBMED:15469726,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9NV44|Q8TDR4,-,NP_653260,Q14582,-,NP_006445,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30220,27289,91544,118113,124844,-,PP2243,RND1,UBXN11,ARHS|RHO6|RHOS,COA-1|SOC|SOCI|UBXD5,Two-hybrid,physical,Katoh H (2002),PUBMED:11940653,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92730,-,NP_055285,Q5T124,-,NP_663320|NP_001070730|NP_892120,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30235,118460,84277,125608,124004,-,-,EXOSC6,DNAJC30,EAP4|MTR3|Mtr3p|hMtr3p|p11,WBSCR18,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q5RKV6,-,NP_478126,Q96LL9,B3KSU4,NP_115693,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30237,1797,22803,108132,116483,DAMC-178C20.2,RP11-227D2.1,DXO,XRN2,DOM3L|DOM3Z|NG6|RAI1,-,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,O77932,A0A024RCW8,NP_005501,Q9H0D6,-,NP_036387|NP_001304889,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30238,26019,22803,117490,116483,-,RP11-227D2.1,UPF2,XRN2,HUPF2|RENT2|smg-3,-,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9HAU5,-,NP_056357|NP_542166,Q9H0D6,-,NP_036387|NP_001304889,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30247,11244,23051,116406,116688,-,RP3-511B24.3,ZHX1,ZHX3,-,TIX1,Two-hybrid,physical,Yamada K (2003),PUBMED:12659632,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UKY1,A0A024R9F1,NP_009153|NP_001017926,Q9H4I2,-,NP_001371250|NP_001371252|NP_001371244|NP_001371249|NP_001371248|NP_055850|NP_001371254|NP_001371251|NP_001371245|NP_001371253|NP_001371247|NP_001371246,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30250,9261,1912,114683,108234,-,-,MAPKAPK2,PHC2,MAPKAP-K2|MK-2|MK2,EDR2|HPH2|PH2,Two-hybrid,physical,Yannoni YM (2004),PUBMED:15094067,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P49137,-,NP_004750|NP_116584,Q8IXK0,-,NP_932157|NP_001372048|NP_001372049|NP_001372051|NP_001372050|NP_001372052|NP_001372041|NP_001372038|NP_001317417|NP_004418,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30255,8317,10926,113914,116129,-,-,CDC7,DBF4,CDC7L1|HsCDC7|Hsk1|huCDC7,ASK|CHIF|DBF4A|ZDBF1,Two-hybrid,physical,Kneissl M (2003),PUBMED:12614612,9606,9606,High Throughput,-,-,-,-,BIOGRID,O00311,B2R6V2,NP_003494|NP_001127891|NP_001127892,Q9UBU7,B7Z8C6,NP_006707,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30282,10092,10093,115399,115400,RP1-127C7.3,-,ARPC5,ARPC4,ARC16|dJ127C7.3|p16-Arc,ARC20|P20-ARC,Two-hybrid,physical,Millard TH (2003),PUBMED:12451597,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15511,-,NP_005708|NP_001257368,P59998,-,NP_001185709|NP_001020130|NP_005709|NP_001020131,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30285,8317,10926,113914,116129,-,-,CDC7,DBF4,CDC7L1|HsCDC7|Hsk1|huCDC7,ASK|CHIF|DBF4A|ZDBF1,Two-hybrid,physical,Kumagai H (1999),PUBMED:10373557,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00311,B2R6V2,NP_003494|NP_001127891|NP_001127892,Q9UBU7,B7Z8C6,NP_006707,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30291,11244,11244,116406,116406,-,-,ZHX1,ZHX1,-,-,Two-hybrid,physical,Yamada K (2002),PUBMED:12237128,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UKY1,A0A024R9F1,NP_009153|NP_001017926,Q9UKY1,A0A024R9F1,NP_009153|NP_001017926,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30297,84665,10529,124185,115784,-,RP11-56H7.1,MYPN,NEBL,CMD1DD|CMH22|MYOP|RCM4,LASP2|LNEBL,Two-hybrid,physical,Bang ML (2001),PUBMED:11309420,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q86TC9,A0A087WX60,NP_001243197|NP_001243196|NP_115967,O76041,Q59FZ8,NP_006384|NP_001166955|NP_998734,-,-,-,-,-,-,Homo sapiens,Homo sapiens
